video_id,start,end,bbox,fps,width,height,partition
2VBkDNzeRZM#000895#001218,0,0,266-55-778-567,10.0,992,992,train
ni4FV5zL6lM#004609#004750,0,0,140-42-510-413,10.0,704,704,train
MB5IX-np5fE#029422#029598,0,0,214-51-692-528,10.0,960,960,train
TdQ1eaZH-J8#002328#002538,0,0,173-36-493-356,10.0,656,656,train
TLZ6W-Nqv1I#018582#018765,0,0,139-3-737-601,10.0,992,992,train
yhMi0tkYyT8#003868#004037,0,0,198-48-517-367,10.0,704,704,train
Kv0Xz0lMKDQ#004906#005347,0,0,220-31-697-508,10.0,912,912,train
3NdSVi38RM8#005706#005978,0,0,95-17-421-343,10.0,592,592,train
16p9YRF0l-g#008670#008827,0,0,186-26-546-386,10.0,704,704,train
fwvbx80QidM#003253#003524,0,0,327-53-843-569,10.0,1008,1008,train
b2Jv8vC-m3g#002261#002415,0,0,308-51-802-545,10.0,976,976,train
fO2htapfNhA#004109#004335,0,0,261-44-759-543,10.0,1040,1040,train
hU-aTB-heU0#002405#002552,0,0,191-47-533-389,10.0,720,720,train
ygxh6KR4BPk#001438#001574,0,0,277-2-855-580,10.0,1008,1008,train
ClfBxWPkBKU#014665#015393,0,0,181-29-534-382,10.0,704,704,train
hJnEQCMA5Sg#008095#008256,0,0,158-32-468-342,10.0,624,624,train
cK74vhqzeeQ#012425#012799,0,0,129-25-469-365,10.0,656,656,train
vC1uxXvPG0Q#014388#014621,0,0,167-41-476-350,10.0,688,688,train
Kv0Xz0lMKDQ#014014#014209,0,0,321-39-812-530,10.0,960,960,train
xnfEBUI_YTE#012337#012493,0,0,218-53-685-520,10.0,960,960,train
oEIYHTlbeLA#006578#006716,0,0,133-42-470-379,10.0,656,656,train
5bXiuSrZUKg#021583#021739,0,0,47-1-473-427,10.0,688,688,train
7Q59suYxIec#010991#011156,0,0,220-26-689-495,10.0,880,880,train
YUUP2MMz7PU#008145#008499,0,0,212-38-631-457,10.0,832,832,train
CXvUdCdKTJY#005931#006095,0,0,219-47-546-374,10.0,688,688,train
U51MSK6nSQE#003538#003816,0,0,238-50-711-523,10.0,896,896,train
5MuIMqhT8DM#021992#022166,0,0,135-7-677-549,10.0,976,976,train
iwUkbi4_wWo#011939#012086,0,0,286-45-789-548,10.0,960,960,train
8v_GrrQs8ow#015456#015661,0,0,212-24-568-380,10.0,688,688,train
4E_1AB1rsSw#001526#001706,0,0,232-65-666-499,10.0,896,896,train
wzjVT07bcYA#010698#010878,0,0,280-64-741-524,10.0,944,944,train
fO2htapfNhA#008980#009184,0,0,357-50-851-543,10.0,1056,1056,train
DsrxbqFo41k#019914#020055,0,0,66-1-443-378,10.0,608,608,train
7Lc_dlVrg5M#026555#026698,0,0,141-15-453-328,10.0,576,576,train
MB5IX-np5fE#005089#005233,0,0,199-42-725-568,10.0,976,976,train
dO1LxQEoGLc#013098#013461,0,0,226-40-623-436,10.0,768,768,train
BzeTjn0R2VY#023005#023200,0,0,208-55-734-581,10.0,1008,1008,train
JKsHhXwqDqM#030363#030585,0,0,128-12-455-340,10.0,640,640,train
g9M3HIjHuq0#013635#013782,0,0,196-18-555-377,10.0,656,656,train
kaU7IPlg9PA#005940#006114,0,0,283-57-715-490,10.0,912,912,train
oXeAWdHP0uY#006555#006853,0,0,234-34-757-557,10.0,960,960,train
KzIp4IzDPG0#000394#000579,0,0,240-34-778-572,10.0,960,960,train
DBBA2LAsepU#004487#004685,0,0,156-29-635-508,10.0,928,928,train
SF9qq6vQ3Pg#010707#010856,0,0,133-15-678-560,10.0,928,928,train
Ubbmje44gLg#016858#017112,0,0,195-46-563-414,10.0,752,752,train
27lMmdmy-b8#018317#018820,0,0,126-40-475-389,10.0,688,688,train
iqKYtA3pK1c#002587#002882,0,0,213-32-697-516,10.0,960,960,train
lyR-K2CZIHQ#011097#011305,0,0,161-19-476-335,10.0,592,592,train
uXrCeiQxWyc#003978#004217,0,0,228-16-738-526,10.0,912,912,train
KyVSuI6JyOs#020209#020340,0,0,223-48-744-569,10.0,976,976,train
P2AUat93a8Q#016766#016967,0,0,209-45-517-353,10.0,688,688,train
RjquHTj4HlY#018430#018756,0,0,195-12-702-520,10.0,880,880,train
yMWlkJAqKYU#005708#005838,0,0,88-16-414-341,10.0,592,592,train
aTfwA1TaH3Q#008426#008637,0,0,197-52-541-396,10.0,720,720,train
uXrCeiQxWyc#010542#010731,0,0,302-8-864-570,10.0,944,944,train
GIrfNWed1Mk#011411#011696,0,0,288-44-761-517,10.0,928,928,train
aQsOmGflf1o#011747#011884,0,0,213-41-610-438,10.0,800,800,train
360bU-vBJOI#017243#017480,0,0,243-26-714-497,10.0,864,864,train
xDKth-qS8Jk#006056#006206,0,0,267-46-743-522,10.0,960,960,train
CZNrOzgNWf4#008518#008650,0,0,212-32-541-361,10.0,672,672,train
O13KwsyDqeE#026321#026512,0,0,132-28-488-384,10.0,672,672,train
i2l9v_seHCc#011649#011793,0,0,275-66-710-501,10.0,912,912,train
oGlsUYGMYks#004000#004134,0,0,166-12-513-359,10.0,656,656,train
kSR8G8mfp84#010386#010553,0,0,183-29-527-374,10.0,672,672,train
1g-1_Y3fvUg#008302#008433,0,0,287-59-773-545,10.0,1024,1024,train
9RTkZaX1cH0#002602#002768,0,0,134-43-467-376,10.0,608,608,train
3VTsIju1dLI#010817#011015,0,0,292-39-805-553,10.0,1008,1008,train
zbHe4RpgV80#026249#026379,0,0,182-36-562-417,10.0,720,720,train
ClfBxWPkBKU#015449#015598,0,0,167-34-515-382,10.0,720,720,train
iFTWM7HV2UI#024229#024550,0,0,277-66-769-557,10.0,1024,1024,train
TLZ6W-Nqv1I#003016#003387,0,0,254-49-743-538,10.0,1024,1024,train
-nKdufEaL8k#000454#000730,0,0,233-66-619-452,10.0,848,848,train
ERSZb2wHFDw#000865#001129,0,0,226-50-658-482,10.0,896,896,train
P2AUat93a8Q#020587#020761,0,0,228-35-551-358,10.0,688,688,train
RKK7wGAYP6k#002345#002491,0,0,228-39-721-532,10.0,1024,1024,train
sNQfoYm3WI0#001946#002147,0,0,238-2-665-429,10.0,768,768,train
DzNN_4rcIjs#009734#010104,0,0,107-8-442-342,10.0,576,576,train
kdqUhTnAgJU#009444#009587,0,0,201-46-529-374,10.0,704,704,train
lhP52caGW6s#000835#001058,0,0,189-14-575-399,10.0,720,720,train
Ds_rzoyyfF0#010122#010297,0,0,213-31-585-403,10.0,704,704,train
87qLWFZManA#010325#010469,0,0,231-52-714-534,10.0,992,992,train
srhCnPUmJDI#005400#005561,0,0,311-51-818-557,10.0,1024,1024,train
B43f89Y9f-A#012764#012911,0,0,197-28-598-429,10.0,784,784,train
UxLRv0FEndM#004055#004197,0,0,58-1-385-328,10.0,560,560,train
Xb1Wq4NA290#005032#005283,0,0,305-56-753-504,10.0,1024,1024,train
GIrfNWed1Mk#006437#006574,0,0,259-46-728-516,10.0,928,928,train
1g-1_Y3fvUg#008445#008604,0,0,230-47-731-547,10.0,1008,1008,train
HI7zfpitZpo#015101#015257,0,0,216-33-591-408,10.0,704,704,train
iMFJef3xnmg#030251#030463,0,0,129-25-613-509,10.0,848,848,train
GwRzjFQa_Og#017002#017601,0,0,318-57-858-597,10.0,1072,1072,train
1AT5klu_yAQ#007902#008045,0,0,220-52-676-508,10.0,912,912,train
i2l9v_seHCc#015106#015294,0,0,300-60-729-489,10.0,944,944,train
kmbui1xF8DE#005890#006031,0,0,170-34-692-556,10.0,976,976,train
a63t8r70QN0#021652#021817,0,0,183-48-527-391,10.0,672,672,train
6iM6M_7wBMc#001586#001872,0,0,293-73-791-571,10.0,1056,1056,train
HzAtOyw6ACw#013374#013694,0,0,311-70-803-562,10.0,1024,1024,train
NoCOagL69_s#013330#013491,0,0,153-36-477-360,10.0,688,688,train
51k3UASQE5E#013143#013291,0,0,153-39-569-454,10.0,848,848,train
kLIfeGflNp8#017580#017740,0,0,156-28-465-336,10.0,608,608,train
iMFJef3xnmg#027492#027819,0,0,208-6-736-534,10.0,864,864,train
PY9DcIMGxMs#004170#004458,0,0,129-20-516-408,10.0,688,688,train
PrUA8L40Dic#003009#003139,0,0,186-49-747-610,10.0,1056,1056,train
EjSuaeVfE9I#017823#017953,0,0,164-20-478-333,10.0,656,656,train
uTL9tm7S1Io#008277#008561,0,0,145-6-486-347,10.0,608,608,train
BltRufe5kkI#002395#002555,0,0,226-70-670-514,10.0,928,928,train
Ubbmje44gLg#009773#009946,0,0,195-44-567-416,10.0,752,752,train
ER15KmrB8h8#000643#000799,0,0,283-50-794-560,10.0,1008,1008,train
pyFcr2WcOyo#007334#007524,0,0,207-61-574-428,10.0,832,832,train
CXvUdCdKTJY#008503#008648,0,0,203-43-528-368,10.0,672,672,train
yNhu0MG_2MA#012473#012938,0,0,282-65-760-543,10.0,992,992,train
Juc_yvEkJuc#009008#009193,0,0,228-0-853-624,10.0,1008,1008,train
HI7zfpitZpo#006547#006782,0,0,177-41-536-400,10.0,688,688,train
7G4WI4oTC5A#022837#023077,0,0,179-17-741-579,10.0,976,976,train
y7l5QHRY_AI#006162#006621,0,0,142-28-498-384,10.0,688,688,train
A2DzsgJSwcc#008903#009046,0,0,284-48-746-511,10.0,1008,1008,train
3zJHwOwirjA#006672#006829,0,0,208-57-608-457,10.0,832,832,train
4R3gFN8sUa8#001178#001328,0,0,237-73-738-574,10.0,1040,1040,train
tb-WdVA4_bo#008058#008225,0,0,117-36-457-376,10.0,672,672,train
eemOZfsrKdg#011777#011954,0,0,190-50-618-478,10.0,880,880,train
08z_xW-szwM#012590#012788,0,0,186-56-553-423,10.0,800,800,train
hU-aTB-heU0#001360#001503,0,0,235-65-731-560,10.0,1008,1008,train
y7l5QHRY_AI#002159#002351,0,0,137-39-490-392,10.0,704,704,train
_GMVTJ9ZKVc#005372#005533,0,0,221-30-580-388,10.0,704,704,train
vQILP19qABk#002812#002959,0,0,193-1-551-358,10.0,592,592,train
TLZ6W-Nqv1I#010662#010878,0,0,197-41-639-482,10.0,896,896,train
QPiaadMporw#008925#009055,0,0,162-27-501-365,10.0,704,704,train
-vqV-gHa2FE#006453#006717,0,0,177-23-540-386,10.0,656,656,train
tFfYh9THuGo#014861#015017,0,0,210-52-648-490,10.0,896,896,train
77HUdJ7Tij0#008006#008207,0,0,252-45-704-496,10.0,944,944,train
cC0KxNeLp1E#002385#002543,0,0,158-37-497-376,10.0,688,688,train
xHHb7R3kx40#017134#017281,0,0,279-46-743-509,10.0,1024,1024,train
LnJwH_PZXnM#021765#022074,0,0,193-25-760-592,10.0,944,944,train
ER15KmrB8h8#013352#013527,0,0,205-69-722-586,10.0,1056,1056,train
aI8KiPiVLyY#014355#014839,0,0,131-0-519-388,10.0,624,624,train
DhnBn_c9f8Q#005403#005589,0,0,269-68-743-542,10.0,992,992,train
guXxy8LH2QM#008246#008417,0,0,246-51-684-489,10.0,928,928,train
7Lc_dlVrg5M#023285#023413,0,0,153-9-499-356,10.0,592,592,train
eemOZfsrKdg#006510#006666,0,0,154-49-558-453,10.0,832,832,train
PJLT0cAPNfs#010075#010374,0,0,234-62-677-505,10.0,928,928,train
YUUP2MMz7PU#006534#007059,0,0,217-47-636-466,10.0,848,848,train
2paoNvG5Nmo#044332#044592,0,0,112-7-629-524,10.0,848,848,train
xv4_L5zlYaA#012043#012227,0,0,169-46-617-494,10.0,880,880,train
oGlsUYGMYks#014723#014875,0,0,93-12-505-424,10.0,688,688,train
51k3UASQE5E#006415#006658,0,0,158-37-596-475,10.0,864,864,train
cK74vhqzeeQ#002949#003251,0,0,172-44-495-366,10.0,672,672,train
4E_1AB1rsSw#005649#005841,0,0,247-60-708-521,10.0,928,928,train
9alL95G293s#006729#006873,0,0,333-16-884-566,10.0,992,992,train
xDKth-qS8Jk#020110#020478,0,0,238-25-804-591,10.0,992,992,train
pxEcvU0Vp_M#029640#029791,0,0,213-25-541-353,10.0,672,672,train
iFTWM7HV2UI#007168#007474,0,0,299-62-804-567,10.0,1040,1040,train
y7l5QHRY_AI#012051#012267,0,0,174-37-524-387,10.0,688,688,train
5MuIMqhT8DM#003969#004099,0,0,256-56-809-610,10.0,1056,1056,train
cK74vhqzeeQ#029350#029504,0,0,170-42-504-376,10.0,688,688,train
501FEzbB1JI#004736#004965,0,0,92-29-431-367,10.0,624,624,train
bWA1gvA5lxU#003611#003801,0,0,285-48-776-538,10.0,960,960,train
jr5mTwfFh00#002750#002896,0,0,188-46-541-400,10.0,736,736,train
idfv7Lw4Y_s#005643#005856,0,0,194-42-720-568,10.0,1040,1040,train
kBBmVezBUkg#002268#002413,0,0,313-39-830-555,10.0,1040,1040,train
iMFJef3xnmg#016662#016900,0,0,162-32-606-477,10.0,832,832,train
aQsOmGflf1o#016408#016602,0,0,207-55-589-436,10.0,816,816,train
FauPVZxDXxk#002089#002296,0,0,183-47-529-394,10.0,720,720,train
9alL95G293s#010973#011104,0,0,56-16-447-407,10.0,688,688,train
IFpK-MqBD5E#008315#008444,0,0,199-39-593-433,10.0,800,800,train
gypAjPp6eps#003126#003378,0,0,143-46-516-419,10.0,688,688,train
yNhu0MG_2MA#006577#007061,0,0,304-47-768-510,10.0,944,944,train
pyFcr2WcOyo#005628#005991,0,0,199-76-574-451,10.0,848,848,train
oGlsUYGMYks#007305#007605,0,0,177-21-525-369,10.0,656,656,train
rtcrqLWZr_0#008160#008422,0,0,237-55-708-527,10.0,992,992,train
0R9zjn9BBvA#007885#008045,0,0,344-52-861-569,10.0,1056,1056,train
fO2htapfNhA#007182#007362,0,0,301-47-807-553,10.0,1024,1024,train
iqKYtA3pK1c#017050#017329,0,0,263-46-750-533,10.0,976,976,train
kdAs3UVgIGg#007967#008110,0,0,257-34-658-436,10.0,784,784,train
fO2htapfNhA#012416#012613,0,0,256-49-772-565,10.0,1040,1040,train
5bXiuSrZUKg#005705#006042,0,0,85-21-459-394,10.0,672,672,train
MB5IX-np5fE#020130#020261,0,0,155-54-640-539,10.0,960,960,train
QPiaadMporw#007015#007172,0,0,171-34-515-378,10.0,704,704,train
w8mToWb9NC8#002079#002372,0,0,184-37-530-383,10.0,720,720,train
v9EKV2nSU8w#012312#012538,0,0,237-3-835-601,10.0,1024,1024,train
S2H_8IfxzT4#005889#006017,0,0,114-21-477-385,10.0,688,688,train
iB4MS1hsWXU#009870#010004,0,0,265-45-670-450,10.0,784,784,train
4CGFPbFqdJ4#005371#005499,0,0,309-48-789-528,10.0,976,976,train
2Euof4PnjDk#010238#010431,0,0,160-10-491-341,10.0,592,592,train
HCgv_HNoJrY#017375#017606,0,0,143-48-487-393,10.0,672,672,train
501FEzbB1JI#008005#008205,0,0,89-32-429-372,10.0,640,640,train
y7l5QHRY_AI#010228#010443,0,0,174-33-519-379,10.0,672,672,train
GIrfNWed1Mk#013049#013340,0,0,259-41-742-524,10.0,928,928,train
eaCrsBtiYA4#013640#013820,0,0,197-54-569-426,10.0,832,832,train
Pl8OlkkwRpc#004491#004704,0,0,194-40-530-376,10.0,688,688,train
CZNrOzgNWf4#008681#008822,0,0,165-0-579-414,10.0,688,688,train
idfv7Lw4Y_s#008604#008915,0,0,348-0-933-585,10.0,1008,1008,train
5ErKrSyUpEo#028084#028318,0,0,232-11-853-631,10.0,1072,1072,train
360bU-vBJOI#004334#004656,0,0,182-41-620-480,10.0,880,880,train
iMFJef3xnmg#009191#009506,0,0,157-37-595-474,10.0,848,848,train
ER15KmrB8h8#004086#004362,0,0,288-51-832-595,10.0,1040,1040,train
QijH4UAqGD8#000314#000467,0,0,162-4-771-613,10.0,1040,1040,train
RKK7wGAYP6k#003580#003754,0,0,327-53-811-537,10.0,1040,1040,train
jAw8t2g-eVU#003656#003975,0,0,241-46-748-553,10.0,1040,1040,train
hU-aTB-heU0#011708#011916,0,0,122-14-501-393,10.0,704,704,train
0R9zjn9BBvA#006194#006354,0,0,312-10-945-643,10.0,1088,1088,train
51k3UASQE5E#002220#002365,0,0,238-56-636-454,10.0,864,864,train
lAzQWtkPzbI#004332#004625,0,0,151-17-464-330,10.0,592,592,train
mLzTo-y8Ef0#009046#009327,0,0,228-34-733-538,10.0,976,976,train
6wNif5SlN08#019941#020104,0,0,131-24-440-334,10.0,592,592,train
P2AUat93a8Q#011367#011521,0,0,205-33-534-363,10.0,688,688,train
lEjegKJwI0M#004691#004896,0,0,207-44-686-523,10.0,960,960,train
hiIcwt88o94#011365#011560,0,0,133-17-444-328,10.0,608,608,train
8Z24LCysq3A#010985#011156,0,0,168-39-523-393,10.0,720,720,train
DOgsYATbV-s#007513#007678,0,0,185-10-517-342,10.0,624,624,train
idfv7Lw4Y_s#010022#010476,0,0,185-49-688-552,10.0,992,992,train
Jc9RdbHEFa0#010035#010186,0,0,132-30-497-394,10.0,688,688,train
LiUClSItcy0#004099#004317,0,0,206-27-524-346,10.0,624,624,train
QeIrdqU0o9s#001540#001710,0,0,204-29-528-353,10.0,656,656,train
a63t8r70QN0#000778#001084,0,0,151-44-557-450,10.0,800,800,train
xDKth-qS8Jk#007409#007689,0,0,169-24-673-528,10.0,912,912,train
QeIrdqU0o9s#014577#014722,0,0,154-18-522-386,10.0,656,656,train
P2AUat93a8Q#015177#015367,0,0,99-13-468-382,10.0,672,672,train
2VBkDNzeRZM#008304#008487,0,0,323-61-853-592,10.0,1008,1008,train
r-YXvkWLy-g#002607#002908,0,0,235-46-731-542,10.0,960,960,train
ni4FV5zL6lM#001731#001884,0,0,147-27-521-401,10.0,672,672,train
_2u_eHHzRto#015410#015606,0,0,154-0-535-380,10.0,640,640,train
9zC2Bc22QfA#005225#005435,0,0,290-68-786-565,10.0,1040,1040,train
t0Cr64zCc38#005043#005193,0,0,222-10-672-461,10.0,784,784,train
jAw8t2g-eVU#011256#011542,0,0,247-42-737-532,10.0,992,992,train
kBBmVezBUkg#002767#003311,0,0,238-41-739-542,10.0,1008,1008,train
Juc_yvEkJuc#012276#012435,0,0,300-14-905-620,10.0,1008,1008,train
cZe3zcNoIKk#004909#005048,0,0,266-45-729-508,10.0,960,960,train
kdqUhTnAgJU#009043#009203,0,0,229-28-564-363,10.0,672,672,train
MB5IX-np5fE#016734#017011,0,0,161-46-651-536,10.0,960,960,train
-2Dj9M71JAc#018345#018501,0,0,160-27-504-371,10.0,672,672,train
uuatZO76MgQ#008004#008184,0,0,288-75-778-565,10.0,1024,1024,train
77HUdJ7Tij0#018050#018284,0,0,167-43-672-548,10.0,1008,1008,train
2ju61VPdTzw#021558#021719,0,0,178-49-488-359,10.0,688,688,train
ER15KmrB8h8#004364#004507,0,0,220-61-735-575,10.0,1040,1040,train
KPNn880KWfU#001045#001186,0,0,168-29-495-356,10.0,688,688,train
hn8N8p9P5gw#020293#020452,0,0,218-53-655-490,10.0,896,896,train
CstD6O95L-o#025087#025332,0,0,223-33-556-367,10.0,688,688,train
B43f89Y9f-A#018832#019074,0,0,210-45-596-431,10.0,768,768,train
yNhu0MG_2MA#017140#017545,0,0,289-47-760-519,10.0,976,976,train
5bXiuSrZUKg#018047#018212,0,0,187-44-536-393,10.0,704,704,train
HCgv_HNoJrY#007885#008024,0,0,187-42-542-397,10.0,688,688,train
I3BJVaioX_k#023940#024085,0,0,299-60-822-583,10.0,1040,1040,train
xHHb7R3kx40#012650#012856,0,0,304-69-769-534,10.0,1056,1056,train
mgcjr1yz7ow#009089#009226,0,0,326-38-883-594,10.0,1072,1072,train
4zLmWpMDY8Q#017493#017716,0,0,152-53-523-424,10.0,752,752,train
jM9Q3xP2iBo#009779#010054,0,0,168-39-539-410,10.0,624,624,train
08z_xW-szwM#002740#003248,0,0,245-41-649-445,10.0,832,832,train
-eBUcBfkVCo#040827#040969,0,0,140-46-456-361,10.0,608,608,train
3m6dV7Xo3Vc#002714#002899,0,0,185-41-503-359,10.0,624,624,train
pyFcr2WcOyo#003963#004272,0,0,211-71-591-451,10.0,848,848,train
_GMVTJ9ZKVc#024344#024566,0,0,228-36-605-414,10.0,720,720,train
DzNN_4rcIjs#017737#018157,0,0,148-17-484-352,10.0,592,592,train
yLfCCcVDUiU#019556#019778,0,0,245-65-647-468,10.0,848,848,train
3-UcGCnJ14c#005226#005359,0,0,194-14-607-427,10.0,752,752,train
o_U-_akINwQ#016275#016443,0,0,225-12-632-419,10.0,688,688,train
bVV2Zk88beY#009085#009400,0,0,175-43-512-379,10.0,688,688,train
Sm5xF-UYgdg#028097#028227,0,0,130-34-451-355,10.0,656,656,train
FhP0AfZdRZ4#001304#001544,0,0,362-96-778-512,10.0,992,992,train
501FEzbB1JI#000474#000620,0,0,174-18-533-377,10.0,640,640,train
0B543Zkqq88#001501#001794,0,0,121-35-672-586,10.0,1024,1024,train
g3vSYbT1Aco#015701#015837,0,0,80-25-638-582,10.0,960,960,train
Cm1Ij-jRhpQ#017133#017334,0,0,320-35-856-571,10.0,1040,1040,train
pyFcr2WcOyo#002005#002344,0,0,189-68-561-439,10.0,832,832,train
1AT5klu_yAQ#013348#013488,0,0,97-1-643-547,10.0,912,912,train
v9EKV2nSU8w#009175#009331,0,0,265-59-771-565,10.0,1040,1040,train
oGlsUYGMYks#010988#011156,0,0,121-17-504-400,10.0,672,672,train
PJLT0cAPNfs#003638#003858,0,0,227-63-656-493,10.0,912,912,train
_GMVTJ9ZKVc#005571#005763,0,0,138-31-499-392,10.0,704,704,train
FDhlOovaGrI#006410#006567,0,0,118-14-504-400,10.0,688,688,train
r-YXvkWLy-g#000688#000839,0,0,137-29-669-561,10.0,944,944,train
kaU7IPlg9PA#001305#001594,0,0,343-68-804-529,10.0,976,976,train
P5Mpo4JQZhw#014685#014882,0,0,175-34-490-349,10.0,688,688,train
87ro2-kT7kQ#008970#009107,0,0,152-11-496-355,10.0,592,592,train
zamvnyBB-SU#002336#002555,0,0,314-20-872-579,10.0,992,992,train
Ubbmje44gLg#013378#013631,0,0,157-33-534-410,10.0,736,736,train
tZYkjaKNr_o#011836#011994,0,0,229-42-572-386,10.0,720,720,train
xDKth-qS8Jk#010004#010156,0,0,284-15-831-562,10.0,976,976,train
dsJWs6Z6eNs#008838#008983,0,0,262-0-799-537,10.0,880,880,train
_ltDJynTduY#027641#027900,0,0,169-42-501-374,10.0,688,688,train
4zLmWpMDY8Q#014283#014520,0,0,163-43-519-400,10.0,720,720,train
w8mToWb9NC8#022789#023007,0,0,184-33-524-374,10.0,704,704,train
95ovIJ3dsNk#005138#005270,0,0,194-17-507-331,10.0,592,592,train
J4r9pgx_95E#005979#006112,0,0,302-59-797-555,10.0,1008,1008,train
501FEzbB1JI#012496#012671,0,0,141-37-503-399,10.0,672,672,train
IFpK-MqBD5E#006644#006818,0,0,142-40-523-420,10.0,768,768,train
4CGFPbFqdJ4#011593#011803,0,0,219-47-704-532,10.0,992,992,train
5MuIMqhT8DM#017795#017936,0,0,182-0-749-568,10.0,1008,1008,train
y1yK36RMyRE#001835#002067,0,0,192-14-764-585,10.0,1024,1024,train
U51MSK6nSQE#000294#000547,0,0,189-48-650-509,10.0,880,880,train
5zWmdHmJMd0#011878#012059,0,0,221-63-763-605,10.0,1056,1056,train
WfTZ5iIUn4s#006178#006319,0,0,179-51-494-366,10.0,704,704,train
O13KwsyDqeE#016325#016461,0,0,209-28-527-346,10.0,656,656,train
27lMmdmy-b8#002064#002457,0,0,131-33-527-430,10.0,704,704,train
yNhu0MG_2MA#017959#018288,0,0,206-44-679-516,10.0,960,960,train
cK74vhqzeeQ#008308#008505,0,0,177-39-497-358,10.0,656,656,train
zORUUqJd81M#003809#003958,0,0,183-9-497-323,10.0,544,544,train
t0Cr64zCc38#016243#016389,0,0,244-51-719-526,10.0,960,960,train
iB4MS1hsWXU#004613#004750,0,0,288-49-756-516,10.0,912,912,train
t0Cr64zCc38#008533#008769,0,0,237-11-741-515,10.0,912,912,train
lyR-K2CZIHQ#004879#005317,0,0,205-4-594-393,10.0,672,672,train
FVUkKKc3Vvk#001811#002180,0,0,170-10-659-498,10.0,832,832,train
501FEzbB1JI#017586#017749,0,0,90-22-464-396,10.0,656,656,train
9alL95G293s#025918#026055,0,0,174-38-550-414,10.0,752,752,train
iMFJef3xnmg#015411#015590,0,0,194-50-609-464,10.0,864,864,train
9EVEmZ2c_es#018671#019115,0,0,161-17-536-392,10.0,688,688,train
u08T3A7slkE#000695#000870,0,0,243-42-793-592,10.0,960,960,train
iw7nPE2jioU#016022#016209,0,0,218-38-666-486,10.0,880,880,train
tb-WdVA4_bo#017076#017452,0,0,104-28-459-383,10.0,688,688,train
pyFcr2WcOyo#000646#000810,0,0,182-70-594-481,10.0,832,832,train
wxStlzunxCw#008846#008987,0,0,125-27-480-382,10.0,688,688,train
0B543Zkqq88#007553#007716,0,0,176-34-714-573,10.0,1024,1024,train
ogCIqaCe2zI#005243#005379,0,0,172-34-664-526,10.0,944,944,train
oGlsUYGMYks#001542#001847,0,0,124-34-478-388,10.0,672,672,train
FauPVZxDXxk#001387#001523,0,0,160-39-499-379,10.0,704,704,train
kvdHqS3ryw0#014488#014788,0,0,226-20-645-439,10.0,800,800,train
CsECS5qsGLs#013979#014117,0,0,180-29-510-359,10.0,656,656,train
F2XPF6rQ6fs#009428#009592,0,0,282-77-774-570,10.0,1056,1056,train
A2DzsgJSwcc#009831#010018,0,0,287-38-793-544,10.0,1008,1008,train
360bU-vBJOI#015956#016115,0,0,242-14-746-518,10.0,864,864,train
XAcARiiK5uY#009289#009644,0,0,163-35-556-428,10.0,720,720,train
-eBUcBfkVCo#041225#041363,0,0,134-39-449-354,10.0,592,592,train
WfTZ5iIUn4s#003925#004057,0,0,173-39-510-376,10.0,720,720,train
1fZ915L1w7I#016432#016587,0,0,168-44-623-498,10.0,928,928,train
jr5mTwfFh00#012699#012847,0,0,158-34-548-423,10.0,752,752,train
fWqKalpYgLo#000910#001077,0,0,229-31-690-492,10.0,816,816,train
EEjyPqyFe_s#013713#013912,0,0,166-23-506-364,10.0,672,672,train
87qLWFZManA#014062#014254,0,0,248-25-773-550,10.0,960,960,train
O13KwsyDqeE#016171#016305,0,0,167-47-518-398,10.0,688,688,train
9RTkZaX1cH0#008900#009063,0,0,131-39-472-381,10.0,624,624,train
pyFcr2WcOyo#004797#005052,0,0,206-77-572-443,10.0,848,848,train
85hbMtegrLc#010034#010202,0,0,327-96-761-530,10.0,992,992,train
