video_id,start,end,bbox,fps,width,height,partition
BzeTjn0R2VY#023639#023997,0,0,123-18-736-631,10.0,1056,1056,train
7Lc_dlVrg5M#008739#008888,0,0,114-17-446-348,10.0,576,576,train
yMWlkJAqKYU#003981#004196,0,0,149-11-483-345,10.0,592,592,train
MB5IX-np5fE#027718#027957,0,0,183-76-654-547,10.0,976,976,train
3VTsIju1dLI#014775#014964,0,0,241-9-808-576,10.0,1008,1008,train
FFG2rilqT2g#002775#003009,0,0,200-36-528-363,10.0,640,640,train
08z_xW-szwM#000927#001086,0,0,220-53-617-451,10.0,832,832,train
xnfEBUI_YTE#009416#009588,0,0,256-50-740-534,10.0,960,960,train
MO0L_LY2hRA#005613#005767,0,0,203-33-533-362,10.0,704,704,train
UUfUAJD3qrU#040504#040818,0,0,30-10-379-358,10.0,464,464,train
yLfCCcVDUiU#013269#013521,0,0,220-59-584-423,10.0,768,768,train
zamvnyBB-SU#011902#012117,0,0,207-51-723-566,10.0,1024,1024,train
08z_xW-szwM#017347#017580,0,0,199-57-590-449,10.0,816,816,train
kvdHqS3ryw0#003070#003382,0,0,335-59-823-547,10.0,1024,1024,train
08z_xW-szwM#011522#011862,0,0,223-57-615-450,10.0,816,816,train
GIrfNWed1Mk#008267#008503,0,0,257-38-750-531,10.0,928,928,train
_GMVTJ9ZKVc#027683#027821,0,0,222-33-589-399,10.0,704,704,train
JTN9Nx8VYtk#010295#010606,0,0,164-0-539-375,10.0,624,624,train
DTIjvPLkJgo#002688#002836,0,0,204-56-614-466,10.0,864,864,train
d0LQCXCiW8g#010398#010703,0,0,131-27-463-359,10.0,608,608,train
_waBFUg_oT8#004048#004312,0,0,215-36-544-365,10.0,704,704,train
PrK0CifulU0#011426#011573,0,0,174-34-503-363,10.0,656,656,train
5zWmdHmJMd0#002117#002263,0,0,206-72-732-598,10.0,1056,1056,train
87qLWFZManA#000896#001040,0,0,223-9-784-570,10.0,944,944,train
ieSV8-isy3M#017666#017799,0,0,127-0-661-534,10.0,928,928,train
C0dmOPDLKhY#009486#009757,0,0,299-19-873-593,10.0,1056,1056,train
rYwTA5RA9eU#009487#009908,0,0,126-24-462-361,10.0,640,640,train
VJoQj00RZHg#005272#005797,0,0,168-27-500-359,10.0,640,640,train
ClfBxWPkBKU#022832#023375,0,0,206-28-563-385,10.0,704,704,train
dkmpRQdJslI#002364#003025,0,0,217-4-635-422,10.0,704,704,train
FDhlOovaGrI#010151#010337,0,0,177-33-516-371,10.0,688,688,train
ER0G2S9r7aE#008693#008854,0,0,286-71-731-516,10.0,928,928,train
i2l9v_seHCc#006067#006252,0,0,308-51-739-483,10.0,912,912,train
4E_1AB1rsSw#003093#003391,0,0,255-72-699-516,10.0,928,928,train
uTL9tm7S1Io#001318#001487,0,0,171-30-493-353,10.0,624,624,train
aTfwA1TaH3Q#010853#011144,0,0,194-45-531-382,10.0,720,720,train
zfbigT9I0Qg#005803#006023,0,0,203-43-645-485,10.0,896,896,train
oEIYHTlbeLA#005557#005874,0,0,185-45-510-370,10.0,656,656,train
iwUkbi4_wWo#008228#008385,0,0,249-43-670-464,10.0,848,848,train
tb-WdVA4_bo#003187#003472,0,0,218-5-635-422,10.0,704,704,train
oEIYHTlbeLA#009044#009272,0,0,152-39-479-366,10.0,640,640,train
V1yW5IsnSjo#010827#011207,0,0,139-3-488-352,10.0,592,592,train
501FEzbB1JI#004349#004565,0,0,100-33-471-404,10.0,672,672,train
UMhLBPPtlrY#020936#021145,0,0,183-38-504-358,10.0,656,656,train
9alL95G293s#004722#004913,0,0,311-6-862-557,10.0,960,960,train
iMFJef3xnmg#028457#028614,0,0,225-35-653-463,10.0,832,832,train
iMFJef3xnmg#002506#003479,0,0,159-14-662-517,10.0,864,864,train
9KvZy09vaNg#006030#006176,0,0,171-11-629-469,10.0,800,800,train
kaU7IPlg9PA#016544#016800,0,0,305-52-770-518,10.0,912,912,train
H3ddtbeduoo#005290#005422,0,0,198-32-556-390,10.0,672,672,train
xDKth-qS8Jk#006213#006353,0,0,310-55-803-548,10.0,976,976,train
HXbsVbFAczg#021301#021435,0,0,140-27-448-335,10.0,608,608,train
a63t8r70QN0#000392#000568,0,0,211-44-621-453,10.0,768,768,train
iWHq2m_Hwhw#022482#022737,0,0,147-2-494-350,10.0,560,560,train
cK74vhqzeeQ#009460#009807,0,0,189-38-506-356,10.0,672,672,train
rtcrqLWZr_0#007128#007347,0,0,196-49-687-541,10.0,1008,1008,train
xv4_L5zlYaA#010593#010795,0,0,201-46-640-486,10.0,864,864,train
TLZ6W-Nqv1I#005900#006080,0,0,238-63-695-520,10.0,976,976,train
LcNvkhS4UYg#016989#017205,0,0,129-23-495-390,10.0,720,720,train
i2l9v_seHCc#012657#012921,0,0,241-60-661-481,10.0,912,912,train
9RTkZaX1cH0#015261#015406,0,0,58-26-422-390,10.0,608,608,train
y1yK36RMyRE#001231#001445,0,0,336-51-834-549,10.0,1024,1024,train
MB5IX-np5fE#011024#011196,0,0,118-18-685-585,10.0,976,976,train
kmbui1xF8DE#016549#016842,0,0,210-13-768-571,10.0,976,976,train
GIrfNWed1Mk#004228#004452,0,0,278-40-769-531,10.0,928,928,train
2paoNvG5Nmo#013920#014056,0,0,219-52-687-520,10.0,896,896,train
cmpu58yv8-g#000500#000709,0,0,212-18-564-370,10.0,656,656,train
ni4FV5zL6lM#006605#006736,0,0,79-17-477-415,10.0,688,688,train
eemOZfsrKdg#005733#005891,0,0,186-48-594-457,10.0,816,816,train
5ErKrSyUpEo#011210#011569,0,0,282-53-842-612,10.0,1072,1072,train
PrK0CifulU0#008335#008480,0,0,185-44-511-370,10.0,656,656,train
kmbui1xF8DE#007707#007843,0,0,214-48-591-424,10.0,720,720,train
i2l9v_seHCc#002959#003112,0,0,258-61-667-470,10.0,912,912,train
4CGFPbFqdJ4#014496#014792,0,0,177-42-688-553,10.0,992,992,train
oGlsUYGMYks#002716#002851,0,0,204-29-547-372,10.0,672,672,train
08z_xW-szwM#003969#004398,0,0,203-55-598-451,10.0,832,832,train
B43f89Y9f-A#002416#002548,0,0,192-40-593-441,10.0,784,784,train
lAzQWtkPzbI#018377#018653,0,0,86-0-445-359,10.0,592,592,train
sNQfoYm3WI0#004932#005164,0,0,239-17-696-474,10.0,848,848,train
XAcARiiK5uY#014958#015562,0,0,151-12-561-421,10.0,704,704,train
BHY0FxzoKZE#007142#007320,0,0,249-47-778-576,10.0,1056,1056,train
ZzugJPASNB8#011688#011851,0,0,204-57-594-448,10.0,848,848,train
9EVEmZ2c_es#012484#012858,0,0,173-25-544-396,10.0,688,688,train
SF9qq6vQ3Pg#009372#009571,0,0,196-40-673-517,10.0,928,928,train
PJLT0cAPNfs#013758#014084,0,0,206-47-665-506,10.0,928,928,train
uXrCeiQxWyc#015310#015462,0,0,172-38-640-506,10.0,928,928,train
2Euof4PnjDk#009678#009838,0,0,133-13-477-358,10.0,608,608,train
GwRzjFQa_Og#000917#001051,0,0,254-53-776-576,10.0,1040,1040,train
ogCIqaCe2zI#003662#003808,0,0,185-26-698-539,10.0,944,944,train
kaU7IPlg9PA#004604#004740,0,0,266-57-674-466,10.0,880,880,train
pvBlSFVmoaw#001577#001748,0,0,142-40-474-372,10.0,672,672,train
8DDgHq9ewOo#018079#018308,0,0,289-30-829-570,10.0,992,992,train
HzAtOyw6ACw#014634#014798,0,0,309-28-855-574,10.0,976,976,train
cK74vhqzeeQ#006322#006591,0,0,208-30-526-349,10.0,656,656,train
KCr8s57hdzY#000405#000554,0,0,242-68-755-581,10.0,1040,1040,train
aupPrDnhrKA#005225#005367,0,0,335-60-791-516,10.0,1008,1008,train
kBBmVezBUkg#020514#020738,0,0,263-51-742-530,10.0,1040,1040,train
5aH2Ppjpcho#002059#002228,0,0,194-17-528-351,10.0,608,608,train
Juc_yvEkJuc#010766#010999,0,0,348-45-842-539,10.0,960,960,train
fO2htapfNhA#006421#006742,0,0,373-42-912-581,10.0,1056,1056,train
o_U-_akINwQ#001686#001870,0,0,133-43-469-379,10.0,688,688,train
yhMi0tkYyT8#018774#019010,0,0,195-39-555-398,10.0,720,720,train
KyVSuI6JyOs#005673#005871,0,0,150-42-676-568,10.0,1008,1008,train
SF9qq6vQ3Pg#013355#013490,0,0,232-50-675-492,10.0,912,912,train
DzNN_4rcIjs#018707#018889,0,0,153-18-469-334,10.0,560,560,train
fO2htapfNhA#001457#001756,0,0,245-58-737-551,10.0,1040,1040,train
uXrCeiQxWyc#014449#014607,0,0,316-49-805-538,10.0,960,960,train
7a5NyUITbyk#012445#012708,0,0,265-27-797-559,10.0,1008,1008,train
_GMVTJ9ZKVc#020813#020967,0,0,145-34-526-415,10.0,720,720,train
j7fRIGphgtk#001015#001189,0,0,197-25-526-354,10.0,704,704,train
xHHb7R3kx40#021206#021397,0,0,258-61-648-452,10.0,896,896,train
iFTWM7HV2UI#007478#007748,0,0,277-65-757-546,10.0,1040,1040,train
2paoNvG5Nmo#049343#049566,0,0,247-53-656-462,10.0,816,816,train
27lMmdmy-b8#021212#021393,0,0,146-30-497-381,10.0,688,688,train
2VBkDNzeRZM#003897#004025,0,0,245-64-753-572,10.0,1008,1008,train
DsrxbqFo41k#002305#002660,0,0,143-16-525-397,10.0,704,704,train
hokUdXYRe2Q#004140#004391,0,0,198-40-628-469,10.0,896,896,train
UoMpbL_Fsig#003194#003328,0,0,189-44-518-373,10.0,704,704,train
2wseM6wWd74#008329#008923,0,0,134-24-447-337,10.0,624,624,train
vQILP19qABk#004223#004468,0,0,113-1-483-371,10.0,624,624,train
-7ORAKULel4#014254#014392,0,0,329-64-796-532,10.0,992,992,train
I6xuJu7gLe0#008542#008850,0,0,242-64-718-541,10.0,1008,1008,train
kdqUhTnAgJU#019602#019930,0,0,159-47-480-368,10.0,672,672,train
YUUP2MMz7PU#010820#010971,0,0,213-32-632-452,10.0,832,832,train
Depn_GsxSqo#014520#014730,0,0,328-63-853-587,10.0,1072,1072,train
21hgbMa_sVc#006761#006899,0,0,218-45-697-524,10.0,912,912,train
VJoQj00RZHg#001878#002012,0,0,150-40-464-354,10.0,640,640,train
1k89OTpDvIU#000379#000508,0,0,176-45-522-392,10.0,704,704,train
UMhLBPPtlrY#007039#007334,0,0,181-29-516-364,10.0,640,640,train
aI8KiPiVLyY#007024#007793,0,0,188-32-498-342,10.0,624,624,train
r-YXvkWLy-g#008994#009200,0,0,230-54-709-534,10.0,944,944,train
FqrLUtIFVjs#020245#020384,0,0,149-43-481-375,10.0,688,688,train
y8ohTeRKVqs#010711#010938,0,0,184-33-727-576,10.0,1040,1040,train
1g-1_Y3fvUg#005582#005752,0,0,227-56-707-535,10.0,992,992,train
xnfEBUI_YTE#007306#007441,0,0,259-41-726-508,10.0,928,928,train
y7l5QHRY_AI#005121#005256,0,0,175-34-533-392,10.0,704,704,train
ERSZb2wHFDw#002042#002331,0,0,233-54-658-479,10.0,880,880,train
SF9qq6vQ3Pg#001887#002050,0,0,261-50-708-497,10.0,928,928,train
I3BJVaioX_k#006305#006550,0,0,238-58-773-593,10.0,1056,1056,train
iMFJef3xnmg#011312#011639,0,0,158-45-583-471,10.0,832,832,train
360bU-vBJOI#011780#011947,0,0,245-54-667-476,10.0,864,864,train
xHHb7R3kx40#016563#016747,0,0,284-41-779-535,10.0,1040,1040,train
pyFcr2WcOyo#015311#015623,0,0,190-68-563-441,10.0,832,832,train
7a5NyUITbyk#010089#010284,0,0,327-55-810-539,10.0,1008,1008,train
1fZ915L1w7I#011224#011372,0,0,242-31-588-378,10.0,704,704,train
B43f89Y9f-A#006475#006766,0,0,90-12-573-494,10.0,800,800,train
8UNCvk9YXOo#012271#012525,0,0,327-52-853-578,10.0,1088,1088,train
lmyZMtPVodo#016106#016268,0,0,200-23-532-355,10.0,624,624,train
IyrcWMvu9ek#001087#001398,0,0,178-25-589-436,10.0,816,816,train
v9EKV2nSU8w#003498#003692,0,0,322-44-835-558,10.0,1024,1024,train
zamvnyBB-SU#010161#010442,0,0,214-30-785-600,10.0,1024,1024,train
UxLRv0FEndM#014337#014650,0,0,70-0-398-326,10.0,528,528,train
8UNCvk9YXOo#013811#014011,0,0,315-47-847-579,10.0,1088,1088,train
Uq3MCf_6HtI#005056#005193,0,0,275-17-807-549,10.0,928,928,train
0gks6ceq4eQ#004737#004870,0,0,240-46-773-579,10.0,1008,1008,train
oGlsUYGMYks#013337#013619,0,0,113-18-480-385,10.0,672,672,train
ONs9FCY74p0#014774#014915,0,0,263-60-706-503,10.0,912,912,train
JKS7HWy2TRU#009526#009656,0,0,160-37-638-515,10.0,928,928,train
eemOZfsrKdg#007584#007919,0,0,166-52-571-457,10.0,832,832,train
AI7M-JTC6_w#004437#004643,0,0,235-39-729-533,10.0,1008,1008,train
a63t8r70QN0#019338#019510,0,0,124-31-475-383,10.0,656,656,train
-eBUcBfkVCo#037616#037807,0,0,167-41-489-364,10.0,592,592,train
iMFJef3xnmg#012668#013553,0,0,245-15-730-501,10.0,848,848,train
TLZ6W-Nqv1I#013173#013386,0,0,304-42-844-582,10.0,992,992,train
Ubbmje44gLg#012261#012772,0,0,181-40-561-420,10.0,752,752,train
jAw8t2g-eVU#001308#001607,0,0,262-66-765-569,10.0,1072,1072,train
51k3UASQE5E#005090#005220,0,0,277-53-683-458,10.0,880,880,train
zMWYQRKuc5M#012618#012983,0,0,140-31-481-373,10.0,688,688,train
iFTWM7HV2UI#029357#029510,0,0,230-72-731-573,10.0,1040,1040,train
fO2htapfNhA#005827#006198,0,0,238-47-746-554,10.0,1040,1040,train
08z_xW-szwM#010578#010874,0,0,183-55-551-423,10.0,800,800,train
Juc_yvEkJuc#003265#003570,0,0,266-35-715-484,10.0,864,864,train
501FEzbB1JI#007199#007339,0,0,104-35-454-386,10.0,656,656,train
MB5IX-np5fE#026002#026235,0,0,235-62-725-552,10.0,976,976,train
xgW-0egOWVg#013239#013400,0,0,285-58-769-542,10.0,1056,1056,train
bVV2Zk88beY#007966#008114,0,0,178-48-505-375,10.0,688,688,train
wzjVT07bcYA#013030#013181,0,0,317-41-812-536,10.0,960,960,train
P2AUat93a8Q#018396#018638,0,0,200-43-517-360,10.0,704,704,train
CiLn-GrcuEs#014748#014903,0,0,91-8-475-392,10.0,656,656,train
esD6aaIjhek#003219#003545,0,0,158-12-494-348,10.0,624,624,train
tb-WdVA4_bo#013958#014292,0,0,101-17-500-416,10.0,704,704,train
V1yW5IsnSjo#011245#011471,0,0,142-3-478-339,10.0,576,576,train
_GMVTJ9ZKVc#000462#000666,0,0,198-44-555-402,10.0,720,720,train
SF9qq6vQ3Pg#004021#004168,0,0,210-25-717-532,10.0,928,928,train
KzIp4IzDPG0#009843#010044,0,0,205-54-744-593,10.0,992,992,train
zamvnyBB-SU#005203#005390,0,0,241-59-744-562,10.0,1024,1024,train
vC1uxXvPG0Q#011520#011705,0,0,195-39-511-355,10.0,688,688,train
77HUdJ7Tij0#003810#003979,0,0,282-49-749-516,10.0,976,976,train
QijH4UAqGD8#005293#005537,0,0,155-20-754-618,10.0,1056,1056,train
idfv7Lw4Y_s#011935#012118,0,0,339-50-860-571,10.0,1040,1040,train
ONs9FCY74p0#011685#011818,0,0,238-44-683-488,10.0,912,912,train
r-YXvkWLy-g#006046#006181,0,0,263-55-753-545,10.0,976,976,train
A-OvJjAw2Jo#001037#001253,0,0,149-52-484-387,10.0,672,672,train
pxEcvU0Vp_M#018605#018735,0,0,178-11-698-532,10.0,912,912,train
Kc6hkHGHQQc#001709#001884,0,0,234-27-739-532,10.0,944,944,train
Rhcrbcg8HBw#009416#009616,0,0,252-19-665-432,10.0,800,800,train
MB5IX-np5fE#024910#025081,0,0,232-74-712-554,10.0,992,992,train
hU-aTB-heU0#012892#013070,0,0,234-65-741-572,10.0,1024,1024,train
jAw8t2g-eVU#009664#009949,0,0,196-49-686-538,10.0,992,992,train
3aYWvujaT6M#006500#006725,0,0,164-41-523-400,10.0,704,704,train
yLfCCcVDUiU#002784#003077,0,0,134-46-499-411,10.0,736,736,train
UoMpbL_Fsig#012024#012185,0,0,121-44-463-386,10.0,704,704,train
51k3UASQE5E#013964#014106,0,0,172-33-633-493,10.0,880,880,train
aQsOmGflf1o#010131#010319,0,0,232-30-648-446,10.0,800,800,train
0JGarsZE1rk#004129#004305,0,0,229-47-763-581,10.0,1072,1072,train
eaCrsBtiYA4#010211#010442,0,0,157-0-743-586,10.0,976,976,train
y8ohTeRKVqs#009891#010058,0,0,251-49-792-589,10.0,1040,1040,train
U51MSK6nSQE#012147#012311,0,0,242-4-804-566,10.0,880,880,train
9RTkZaX1cH0#018692#018836,0,0,172-43-507-378,10.0,624,624,train
wmMrZyVANUo#018707#018920,0,0,231-49-759-577,10.0,1072,1072,train
7uRPPaYuu44#006495#006641,0,0,134-26-634-525,10.0,960,960,train
t0Cr64zCc38#009488#009667,0,0,279-39-761-522,10.0,944,944,train
_QdPW8JrYzQ#001038#001185,0,0,99-19-481-401,10.0,704,704,train
yMWlkJAqKYU#001400#001588,0,0,98-32-407-341,10.0,608,608,train
ERSZb2wHFDw#002732#002879,0,0,209-42-647-480,10.0,880,880,train
kmbui1xF8DE#009104#009337,0,0,190-39-618-467,10.0,800,800,train
7G4WI4oTC5A#016990#017136,0,0,198-24-741-567,10.0,960,960,train
yNhu0MG_2MA#015508#015678,0,0,290-59-749-517,10.0,992,992,train
51k3UASQE5E#006923#007105,0,0,267-39-698-471,10.0,864,864,train
uXrCeiQxWyc#016408#016585,0,0,283-39-765-521,10.0,960,960,train
o_U-_akINwQ#004468#004671,0,0,125-3-539-417,10.0,688,688,train
77HUdJ7Tij0#018717#018954,0,0,180-60-625-505,10.0,928,928,train
l--QYXCecew#014583#014718,0,0,234-31-680-477,10.0,928,928,train
8rZzHkpyPkc#006670#006815,0,0,199-46-543-390,10.0,688,688,train
ERSZb2wHFDw#012868#013105,0,0,271-44-718-491,10.0,928,928,train
Zd_Lbg9jroU#005506#005657,0,0,240-31-721-512,10.0,928,928,train
uuatZO76MgQ#004778#004975,0,0,234-54-702-522,10.0,1008,1008,train
2ix8JEqCJ1s#016359#016528,0,0,192-43-754-604,10.0,1024,1024,train
2VBkDNzeRZM#007389#007532,0,0,121-30-703-612,10.0,1024,1024,train
YUUP2MMz7PU#015781#015939,0,0,214-38-627-451,10.0,832,832,train
360bU-vBJOI#018018#018280,0,0,163-39-592-468,10.0,848,848,train
3zJHwOwirjA#013513#013693,0,0,209-22-663-475,10.0,784,784,train
kaU7IPlg9PA#000583#000748,0,0,251-61-695-505,10.0,960,960,train
kmbui1xF8DE#005460#005660,0,0,264-29-792-557,10.0,976,976,train
G88JZ1DIdg8#012398#012547,0,0,333-56-813-537,10.0,976,976,train
QeIrdqU0o9s#008359#008523,0,0,122-34-432-344,10.0,640,640,train
yNhu0MG_2MA#021474#021753,0,0,261-56-728-523,10.0,976,976,train
-7ORAKULel4#021686#021824,0,0,234-53-652-472,10.0,864,864,train
rtcrqLWZr_0#004780#004953,0,0,230-23-751-544,10.0,976,976,train
FDhlOovaGrI#012016#012191,0,0,206-35-557-386,10.0,704,704,train
08z_xW-szwM#010369#010560,0,0,203-59-578-434,10.0,800,800,train
jAw8t2g-eVU#019774#019983,0,0,219-76-685-543,10.0,1008,1008,train
3zJHwOwirjA#015403#015918,0,0,154-2-659-508,10.0,832,832,train
kyaiTGmwxnU#003267#003658,0,0,37-0-447-409,10.0,656,656,train
ER15KmrB8h8#001744#001924,0,0,236-38-790-592,10.0,1024,1024,train
jM9Q3xP2iBo#017155#017284,0,0,135-46-503-414,10.0,672,672,train
QijH4UAqGD8#006989#007168,0,0,145-3-726-585,10.0,1024,1024,train
4CGFPbFqdJ4#009268#009400,0,0,229-55-704-530,10.0,1008,1008,train
i2l9v_seHCc#001452#001604,0,0,267-56-697-486,10.0,928,928,train
psN1DORYYV0#015000#015180,0,0,193-51-514-372,10.0,688,688,train
Juc_yvEkJuc#006474#006697,0,0,173-62-666-555,10.0,976,976,train
77HUdJ7Tij0#010456#010670,0,0,313-56-786-530,10.0,992,992,train
I3BJVaioX_k#010461#010664,0,0,263-59-797-593,10.0,1056,1056,train
i2l9v_seHCc#004879#005228,0,0,246-52-674-481,10.0,896,896,train
aI8KiPiVLyY#004850#005431,0,0,68-5-439-376,10.0,624,624,train
QijH4UAqGD8#004110#004372,0,0,245-43-785-583,10.0,1056,1056,train
kdAs3UVgIGg#002788#003025,0,0,293-45-726-479,10.0,864,864,train
CXy1byguvJY#013009#013279,0,0,273-4-872-604,10.0,1024,1024,train
2K-P7Hv_Zwg#006605#006738,0,0,182-36-513-368,10.0,688,688,train
0txtVkBUdSQ#003002#003213,0,0,103-22-422-342,10.0,624,624,train
0gks6ceq4eQ#013288#013470,0,0,169-29-699-558,10.0,976,976,train
VJoQj00RZHg#008342#008614,0,0,154-43-473-362,10.0,640,640,train
XAcARiiK5uY#011229#011481,0,0,190-34-564-408,10.0,704,704,train
vC1uxXvPG0Q#010730#010873,0,0,186-38-495-346,10.0,688,688,train
srhCnPUmJDI#002223#002479,0,0,209-5-795-591,10.0,976,976,train
4n8qT0vQbWk#022484#022851,0,0,231-10-604-383,10.0,704,704,train
9RTkZaX1cH0#014094#014239,0,0,66-32-433-399,10.0,624,624,train
3zJHwOwirjA#017383#017537,0,0,156-15-608-468,10.0,816,816,train
x95nwilkaio#010623#010766,0,0,180-40-488-348,10.0,608,608,train
cUee1I69nFs#003334#003589,0,0,201-26-779-604,10.0,1040,1040,train
tuvxXnQrRv8#001194#001332,0,0,298-16-866-584,10.0,976,976,train
i_wtaoHCw3k#016581#016720,0,0,220-49-694-523,10.0,944,944,train
kmbui1xF8DE#012681#012899,0,0,247-30-769-552,10.0,976,976,train
8Dv2Hdf5TRg#005867#006000,0,0,177-36-506-366,10.0,656,656,train
kyaiTGmwxnU#004489#004858,0,0,178-25-512-358,10.0,656,656,train
TdQ1eaZH-J8#020204#020372,0,0,79-12-443-377,10.0,656,656,train
6pSMgmL7vF0#004495#004645,0,0,366-40-929-603,10.0,1072,1072,train
CTn0HYmMAYM#009198#009400,0,0,202-50-664-512,10.0,928,928,train
1g-1_Y3fvUg#004391#004527,0,0,286-49-782-545,10.0,1024,1024,train
OEydHbngSz0#006238#006368,0,0,316-76-762-522,10.0,1008,1008,train
Cetg4gu0oQQ#009125#009306,0,0,354-56-894-595,10.0,1072,1072,train
5zWmdHmJMd0#016525#016674,0,0,301-66-829-593,10.0,1072,1072,train
oEIYHTlbeLA#000307#000437,0,0,144-50-490-396,10.0,656,656,train
bVV2Zk88beY#006417#006547,0,0,189-52-528-391,10.0,720,720,train
4tQee2_JgUo#000473#000607,0,0,237-23-653-439,10.0,832,832,train
zMWYQRKuc5M#011627#011919,0,0,199-40-538-379,10.0,704,704,train
ni4FV5zL6lM#006740#006890,0,0,95-20-478-403,10.0,688,688,train
KzIp4IzDPG0#009615#009834,0,0,212-59-754-600,10.0,1040,1040,train
ClfBxWPkBKU#017815#018215,0,0,163-30-530-397,10.0,704,704,train
DGvPfD1Dd1U#022944#023232,0,0,289-77-766-554,10.0,1040,1040,train
0B543Zkqq88#009602#009830,0,0,265-61-742-538,10.0,992,992,train
XAcARiiK5uY#016833#017036,0,0,199-22-570-393,10.0,704,704,train
pxEcvU0Vp_M#019076#019204,0,0,116-12-630-526,10.0,896,896,train
cfzkBGgxXGE#025311#025497,0,0,192-48-586-442,10.0,816,816,train
iMFJef3xnmg#005282#005594,0,0,213-0-724-512,10.0,848,848,train
40riCqvRoMs#014481#014662,0,0,199-45-524-370,10.0,704,704,train
TSomH3iGgYY#005756#005885,0,0,295-60-738-503,10.0,944,944,train
0JGarsZE1rk#014546#014715,0,0,224-62-744-582,10.0,1056,1056,train
08z_xW-szwM#002054#002416,0,0,241-43-652-454,10.0,832,832,train
51k3UASQE5E#014552#014689,0,0,211-60-639-488,10.0,928,928,train
2ju61VPdTzw#018567#018834,0,0,213-38-528-353,10.0,672,672,train
7G4WI4oTC5A#016329#016522,0,0,260-39-777-556,10.0,992,992,train
8DDgHq9ewOo#018753#019015,0,0,267-57-765-555,10.0,992,992,train
I3BJVaioX_k#022153#022288,0,0,297-69-810-581,10.0,1040,1040,train
9RTkZaX1cH0#004429#004570,0,0,105-40-452-386,10.0,624,624,train
cK74vhqzeeQ#004026#004382,0,0,207-41-528-362,10.0,672,672,train
2paoNvG5Nmo#006802#006951,0,0,189-51-599-461,10.0,864,864,train
1k89OTpDvIU#003607#003797,0,0,166-37-524-395,10.0,704,704,train
_7t6Ry4PlTo#000637#000873,0,0,347-44-863-561,10.0,1008,1008,train
eemOZfsrKdg#004397#004595,0,0,110-36-551-476,10.0,816,816,train
9RTkZaX1cH0#019531#019715,0,0,156-24-496-364,10.0,592,592,train
kmbui1xF8DE#000306#000614,0,0,200-45-748-593,10.0,1024,1024,train
oXeAWdHP0uY#008423#008742,0,0,224-4-776-557,10.0,928,928,train
fO2htapfNhA#014414#014737,0,0,168-24-718-574,10.0,1040,1040,train
ON4iy8hq2hM#000886#001092,0,0,206-59-705-557,10.0,944,944,train
w8mToWb9NC8#022257#022434,0,0,183-45-526-388,10.0,720,720,train
UMhLBPPtlrY#014037#014172,0,0,139-28-459-348,10.0,672,672,train
ClfBxWPkBKU#024359#024670,0,0,189-18-564-394,10.0,720,720,train
tuvxXnQrRv8#006925#007053,0,0,249-26-765-542,10.0,960,960,train
HI7zfpitZpo#013405#013642,0,0,136-41-504-409,10.0,704,704,train
pyFcr2WcOyo#014248#014729,0,0,195-68-569-442,10.0,832,832,train
Q6U69HbAF9Y#005821#006027,0,0,126-32-471-377,10.0,672,672,train
7Q59suYxIec#012729#012861,0,0,217-45-627-454,10.0,832,832,train
0B543Zkqq88#006366#006582,0,0,170-59-670-559,10.0,1008,1008,train
2ix8JEqCJ1s#011591#011740,0,0,228-17-807-597,10.0,992,992,train
oEIYHTlbeLA#005148#005283,0,0,154-24-475-345,10.0,592,592,train
4sZdcB6bjI8#011869#012053,0,0,212-47-552-386,10.0,688,688,train
XAcARiiK5uY#016338#016468,0,0,157-47-508-398,10.0,704,704,train
-nKdufEaL8k#003574#003710,0,0,216-54-606-444,10.0,832,832,train
uuatZO76MgQ#006718#006850,0,0,350-60-820-530,10.0,1024,1024,train
